species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022;mesophyll_thickness;stomatal_conductance;substomatal_conc;compensation_point;ias_conductance;mesophyll_conductance*;d_mesophyll_conductance*;d_stomatal_conductance;d_ias_conductance;gamma;dgamma_low;dgamma_high;tau;dtau_low;dtau_high
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Tholen_2008;0,105;;0,005;5,0;mol m-2 s-1;0,105;0,105;I;;;101,3;1200,0;;25,0;leaf;;;;370,0;370,0;;;;;;;;;;;;;;;growth room;0;1;;200,0;26,0;23,0;;;8,0;70,0;9,8;0,2;311,0;217,0;94,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,2;;198,0;;;;;0,25;;;;;;;;;;;;;;;;;;;;;9,3;5,9;;;;;;;Table 2: Col (Columbia wild type), WL (white light);0;1;81,7532581056093;0,2;311,0;39,8982;2,624825116619296;0,036148782486873934;0,0036148782486873938;0,020000000000000004;0,2624825116619296;0,15273188432599288;0,020371555642028666;0,02182830335742386;0,1671388085936562;0,011687535741055716;0,011374729957207619
Arabidopsis thaliana;col-0;Brassicaceae;C3 annual herbaceous;;Lehmeier_2017;0,13;0,082;;4,0;mol m-2 s-1;0,13;0,171;F;NRH-A method;Yin_2009;;1200,0;;21,0;leaf;50,0;1600,0;13,0;400,0;;;60,0;0,99;21,0;;2,0;LI-6400XT;LI-6400-40;;fully expanded leaves without obvious signs of senescence (8th leaves);;;;;Conviron MTPS 120 growth room;0;1;;200,0;21,0;15,0;60,0;;12,0;36,0;19,2;0,202;;;;;;;;;;;51,12;73,16;;;;;;;81,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332,0;;;0,227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1: WT-5, WT-7, WT-8, WT-9;0;1;166,0;0,202;304,950495049505;39,8982;1,1737705346920813;0,0724385351819494;0,00724385351819494;0,020200000000000003;0,11737705346920813;0,34976374933501675;0,050293760405132504;0,04556875663170573;0,35934467463007996;0,025987469260310536;0,02620359932932248
Arabidopsis thaliana;ecotype Col-8, line N60000;Brassicaceae;C3 annual herbaceous;;Xiong_2017b;0,132;0,016;;3,0;mol m-2 s-1;0,132;0,151;C;;Ethier_2004;;300,0;10,0;23,0;leaf;50,0;1000,0;9,0;400,0;;;61,0;1,1;;;;LI-6400XT;;;newly and fully expanded leaves;;;;;growth chamber;0;1;;350,0;23,0;19,0;79,0;;8,0;;7,69;;292,0;;;;1,61;;41,3;;;;;;;;;;;;56,0;;;;;;;;;;0,847;7,443;;;;;;;;;;0,8;0,51;;;0,162;0,077;0,239;2,09;;;11,4;;80,1;;68,4;;;0,234;;;;;;;;;;;;;;;0,174;0,1;;;;14,6;9,02;8,17;;;;;;;Table 2;0;1;34,2;0,0712037037037037;292,0;39,8982;5,872934880281733;0,030503550549817574;0,0030503550549817577;0,007120370370370371;0,5872934880281733;0,02444561456371307;0,0031622389591448204;0,0034474803940959184;0,1015396653755;0,0066281054882912915;0,006407464085036091
Arabidopsis thaliana;ecotype Col-8, line N60000;Brassicaceae;C3 annual herbaceous;;Xiong_2017b;0,152;0,041;;3,0;mol m-2 s-1;0,152;0,174;F;variable J;Harley_1992;;300,0;10,0;23,0;leaf;50,0;1000,0;9,0;400,0;400,0;;61,0;1,1;;;;LI-6400XT;;;newly and fully expanded leaves;;;;;growth chamber;0;1;;350,0;23,0;19,0;79,0;;8,0;;7,69;;292,0;239,0;53,0;;1,61;;41,3;;;;30,5;36,44;;;;57,8;;;56,0;;;;;;;;;;0,847;7,443;;;;;;;;;;0,8;0,51;;;0,162;0,077;0,239;2,09;;;11,4;;80,1;;68,4;;;0,234;;;;;;;;;;;;;;;0,174;0,1;;;;14,6;9,02;8,17;;35,87;15,51;48,62;;;Table 2;0;1;34,2;0,0712037037037037;292,0;39,8982;5,872934880281733;0,030503550549817574;0,0030503550549817577;0,007120370370370371;0,5872934880281733;0,024547359641292905;0,003452780123943691;0,003373747766090826;0,10223180830723419;0,0073796656896264745;0,0072763306151633345
Arabidopsis thaliana;ecotype WS-2, line N1601;Brassicaceae;C3 annual herbaceous;;Xiong_2017b;0,097;0,008;;3,0;mol m-2 s-1;0,097;0,111;C;;Ethier_2004;;300,0;10,0;23,0;leaf;50,0;1000,0;9,0;400,0;;;61,0;1,1;;;;LI-6400XT;;;newly and fully expanded leaves;;;;;growth chamber;0;1;;350,0;23,0;19,0;79,0;;8,0;;4,72;;341,0;;;;1,37;;39,5;;;;;;;;;;;;33,7;;;;;;;;;;0,604;4,174;;;;;;;;;;0,76;0,24;;;0,13;0,083;0,213;1,57;;;14,5;;81,1;;71,3;;;0,227;;;;;;;;;;;;;;;0,193;0,097;;;;15,1;7,77;6,31;;;;;;;Table 2;0;1;35,65;0,08;341,0;39,8982;5,465523387346017;0,015675761486646705;0,0015675761486646706;0,008;0,5465523387346017;0,029828093193259762;0,004283398212851425;0,004484123517918048;0,07668687466303101;0,005541552366419927;0,0057018794921612215
Arabidopsis thaliana;ecotype WS-2, line N1601;Brassicaceae;C3 annual herbaceous;;Xiong_2017b;0,098;0,01;;3,0;mol m-2 s-1;0,098;0,112;F;variable J;Harley_1992;;300,0;10,0;23,0;leaf;50,0;1000,0;9,0;400,0;400,0;;61,0;1,1;;;;LI-6400XT;;;newly and fully expanded leaves;;;;;growth chamber;0;1;;350,0;23,0;19,0;79,0;;8,0;;4,72;;341,0;293,0;48,0;;1,37;;39,5;;;;18,1;21,63;;;;35,3;;;33,7;;;;;;;;;;0,604;4,174;;;;;;;;;;0,76;0,24;;;0,13;0,083;0,213;1,57;;;14,5;;81,1;;71,3;;;0,227;;;;;;;;;;;;;;;0,193;0,097;;;;15,1;7,77;6,31;;20,43;21,01;58,56;;;Table 2;0;1;35,65;0,08;341,0;39,8982;5,465523387346017;0,015675761486646705;0,0015675761486646706;0,008;0,5465523387346017;0,029567333778898294;0,00398068321797759;0,003690158546362725;0,07584684559909614;0,00574696166844868;0,005915946644721337
Araucaria heterophylla;;Araucariaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,022;;;;mol m-2 s-1;0,022;0,022;F;variable J;Harley_1992;;1000,0;10,0;25,0;leaf;50,0;2000,0;;400,0;400,0;250,0;53,0;1,5;;;8,0;GFS-3000;PAM 3055-FL;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000,0;25,0;22,0;60,0;;13,0;;5,48;0,035;;;129,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,787;0,778;;;;;;;;;;;;;;;;;;;;229,7;;541,6;0,424;486,9;;;0,37;;;;;;;;;;;;;;;0,67;0,09;2,73;;;;11,73;9,05;;32,49;56,05;11,46;;;personal communication Veromann-Juergenson (2020);0;1;243,45;0,035;243,42857142857144;39,8982;1,3045399373866244;0,026924728538232905;0,0026924728538232907;0,0035000000000000005;0,13045399373866245;0,054143539712376114;0,007187422310805415;0,007086728708653824;0,2044542034150855;0,01440548377124512;0,014554443872466821
Araucaria heterophylla;;Araucariaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,038;;;;mol m-2 s-1;0,038;0,038;C;;Ethier_2004;;1000,0;10,0;25,0;leaf;50,0;2000,0;;400,0;;;53,0;1,5;;;8,0;GFS-3000;;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000,0;25,0;22,0;60,0;;13,0;;5,48;0,035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,787;0,778;;;;;;;;;;;;;;;;;;;;229,7;;541,6;0,424;486,9;;;0,37;;;;;;;;;;;;;;;0,67;0,09;2,73;;;;11,73;9,05;;;;;;;personal communication Veromann-Juergenson (2020);0;1;243,45;0,035;243,42857142857144;39,8982;1,3045399373866244;0,026924728538232905;0,0026924728538232907;0,0035000000000000005;0,13045399373866245;0,054271020011829145;0,008047954759537651;0,007911935811072045;0,20426018435567458;0,014563795451847217;0,014111217558932077
Brassica napus;;Brassicaceae;C3 annual herbaceous;;Lu_2020;0,235;;0,01;;mol m-2 s-1;0,235;0,47;F;variable J;Harley_1992;;1200,0;10,0;15,0;chamber;50,0;1800,0;;400,0;400,0;;45,0;0,94;;;2,0;LI-6400;Li-6400-40;;fully expanded leaves (third leaves from apex downwards);;115,6;30,12;;field grown;0;0;;;;;;;;;13,9;0,097;226,0;166,0;60,0;;1,17;;;;;;;;;;;;;;;;;;;;;;;;2,38;3,713;1,67;2,605;0,23;0,359;;;;;;;;;;;;;;;;64,1;;343,0;0,187;;;;0,306;;;;;;;;;;;;;;;0,153;;;;;;22,4;16,3;;;;;;;Table 2: Control;0;1;141,6230683344646;0,097;226,0;39,8982;1,8546111272971417;0,07469030390893587;0,007469030390893587;0,0097;0,1854611127297142;0,10564051263894333;0,013576897339691585;0,014855677156988795;0,289185445082275;0,020589110985265946;0,022444610280919708
Brassica napus;cv. Huayouza 9;Brassicaceae;C3 annual herbaceous;;Lu_2016a;0,224;;0,018;4,0;mol m-2 s-1;0,224;0,224;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;9,0;400,0;400,0;;53,0;1,5;;500,0;;LI-6400XT;LI-6400-40;09:00-15:00;fully developed young leaves;;;;;illuminated culture room;1;1;10,0;300,0;22,0;18,0;45,0;;14,0;35,0;16,7;0,217;299,0;223,0;76,0;;;;;;;;;;;;;;;;118,0;;;;;;;;;;;;1,692;6,13;;;;;;;;;;;;;;0,132;;;;27,6;;180,0;0,151;147,0;;;0,339;;;;;;;;;;;;;;;0,117;0,193;1,78;6,7;;;17,9;13,0;;;;;;;Table S1: +K treatment;0;1;73,5;0,217;299,0;39,8982;3,958929729345332;0,06445343104524939;0,00644534310452494;0,0217;0,39589297293453324;0,11135609998124718;0,016327275966823165;0,01606273290490215;0,1819616587397746;0,013449361817665428;0,012974737171208034
Brassica napus;cv. Huayouza 9;Brassicaceae;C3 annual herbaceous;;Lu_2019b;0,268;;0,027;6,0;mol m-2 s-1;0,268;0,268;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;;400,0;400,0;;45,0;1,74;;500,0;;LI-6400XT;LI-6400-40;;nonsenescent fully expanded leaves;;;;;environmentally controlled growth chamber;1;0;;600,0;22,0;18,0;45,0;380,0;14,0;35,0;21,5;0,207;;;;;;;;;;;;;;;;;;;159,0;;;;;;;12,3;25,5;21,3;;;1,027;5,01;;;;;;;;;;;;;;;;;;20,5;;200,9;0,098;;;;0,273;;;;;;;;;;;;;;;0,125;;;;;;14,56;12,74;;;;;;;Table 2: CK (Control);0;1;82,95065431018641;0,207;296,1352657004831;39,8982;2,8249337352660917;0,0839066742402189;0,00839066742402189;0,0207;0,2824933735266092;0,1489910930762294;0,021140205995939326;0,021098603452567727;0,2480665316756349;0,018489520400466142;0,017893161726822787
Brassica napus;cv. Zhongshuang 11;Brassicaceae;C3 annual herbaceous;;Lu_2016a;0,203;;0,008;4,0;mol m-2 s-1;0,203;0,203;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;9,0;400,0;400,0;;53,0;1,5;;500,0;;LI-6400XT;LI-6400-40;09:00-15:00;fully developed young leaves;;;;;illuminated culture room;1;1;10,0;300,0;22,0;18,0;45,0;;14,0;35,0;15,8;0,21;312,0;234,0;78,0;;;;;;;;;;;;;;;;109,0;;;;;;;;;;;;1,681;7,71;;;;;;;;;;;;;;0,092;;;;21,8;;179,0;0,118;148,0;;;0,289;;;;;;;;;;;;;;;0,121;0,233;1,44;5,48;;;14,9;10,6;;;;;;;Table S1: +K treatment;0;1;74,0;0,21;312,0;39,8982;3,3522126224144486;0,05806650305143148;0,005806650305143149;0,021;0,3352212622414449;0,12642363933018563;0,01800065723434946;0,01837338157276261;0,1872175834671798;0,013152411070289444;0,014215581371921776
Bruguiera parviflora;;Rhizophoraceae;evergreen angiosperms;;Parida_2004;0,253;;;10,0;mol m-2 s-1;0,253;0,253;F;;Loreto_1992;;800,0;;25,0;leaf;;;;350,0;350,0;;65,0;1,11;;;;LI-6200;;;;;;;;culture room;1;0;;300,0;22,0;22,0;;;12,0;107,0;13,18;;260,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,802;;;;;;;;;;;;;0,655;0,18;0,834;;;;;;299,0;;227,0;124,0;103,0;0,21;;40,0;32,0;;;;137,0;;;;;;;;;;;;;;;;;;;;;;Figure 1D: 0mM NaCl only, value at 45d (to match anatomical measurements);0;1;113,5;0,147592385218365;260,7;39,8982;1,5881403031056671;0,059691542369672716;0,005969154236967272;0,014759238521836502;0,15881403031056673;0,18636838030742478;0,023896821109551714;0,024988208108535914;0,27873916652580927;0,01949630828026988;0,01840119062333584
Castanopsis sieboldii;;Fagaceae;evergreen angiosperms;;Miyazawa_2001;0,078;;0,007;10,0;mol m-2 s-1;0,078;0,078;S;;Evans_1988, Miyazawa_2001;;1000,0;;25,0;leaf;;;;360,0;360,0;;68,0;1,0;;;;LI-6400;;;;;;;;naturally lit greenhouse;0;1;5,0;;;;;;;913,0;6,85;0,084;247,4;;;0,82;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,45;;;;;0,352;;;;;;;;190,3;;;0,469;;;;;;;;;;;;;;;0,285;;;;;;21,75;17,98;;;;;13,6;17,3;Figure 11: values where leaf age >= 0 (n=10);0;1;95,15;0,084;247,4;39,8982;4,230868080212662;0,033011761825680545;0,0033011761825680547;0,008400000000000001;0,42308680802126625;0,04040711075977118;0,005194901698654102;0,005315392856825613;0,1252792641389534;0,009260489876583095;0,009376494510550587
Chamaecyparis obtusa;;Cupressaceae;evergreen gymnosperms;;Carriqui_2020;0,065;;0,017;5,0;mol m-2 s-1;0,065;0,065;F;variable J;Harley_1992;;1500,0;10,0;25,0;block;50,0;2000,0;12,0;400,0;;;45,0;1,75;;;2,0;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15,0;;;;;;;;4,3;0,033;211,0;115,0;96,0;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228,0;;716,0;0,32;578,0;;;0,231;;;;;;;;;;;;;;;0,531;0,306;;4,12;;;45,8;31,5;;45,3;24,9;29,8;;;Table 1;0;1;289,0;0,033;211,0;39,8982;0,6860876015319811;0,02513123766085453;0,0025131237660854532;0,0033000000000000004;0,06860876015319811;0,09778304685824542;0,014363892202857026;0,014007818987524859;0,2751523274929822;0,020018708661047546;0,01848024659092229
